date,pm25,pm10,no2,no,o3,so2,co,h2s,tsp,co2
2025-11-27,23.28,14.48,20.39,2.4,,9.95,346.16,2.37,38.43,
2025-11-28,22.13,23.76,28.09,10.48,,11.31,492.35,2.53,67.51,
2025-11-29,30.89,26.33,16.3,2.6,,9.85,303.31,2.25,78.28,
2025-11-30,35.95,28.26,15.43,4.66,,10.27,383.35,2.6,84.24,
2025-12-01,41.08,42.93,29.05,14.0,,11.33,655.47,3.17,98.88,
2025-12-02,121.41,42.7,42.51,14.48,,12.14,683.58,3.33,104.21,
2025-12-03,99.66,27.12,20.8,3.33,,10.33,344.72,2.56,84.83,
2025-12-04,23.27,23.74,18.86,2.65,56.36,10.18,269.8,2.26,77.56,
2025-12-05,25.06,25.46,20.31,3.63,22.79,10.03,342.64,2.5,80.57,
2025-12-06,22.46,23.1,15.05,2.32,54.42,10.52,248.7,2.27,77.52,
2025-12-07,227.56,48.92,39.56,8.15,32.51,10.36,436.59,2.5,88.93,
2025-12-08,241.04,51.12,36.78,7.83,32.47,11.44,442.88,2.54,95.41,
2025-12-09,60.45,25.65,14.15,3.57,48.76,15.29,376.07,2.03,84.02,
2025-12-10,60.46,35.39,24.74,8.05,25.57,20.82,697.72,3.38,107.41,
2025-12-11,53.62,30.89,22.47,3.74,54.23,16.47,550.49,2.54,92.28,
2025-12-12,36.94,27.54,13.45,3.9,29.66,14.38,429.25,3.39,92.37,
2025-12-13,26.24,26.85,18.24,3.82,27.18,13.53,320.04,3.23,88.13,
2025-12-14,31.87,25.21,14.3,2.22,51.64,14.05,256.24,3.08,86.13,
2025-12-15,60.86,25.25,11.28,2.23,61.89,13.09,268.58,2.7,89.59,
2025-12-16,86.51,24.95,14.12,3.09,51.19,10.57,283.88,2.44,86.35,
2025-12-17,26.1,26.57,23.12,3.82,32.18,12.65,382.79,2.55,88.04,
2025-12-18,34.86,25.72,18.42,3.11,43.83,12.71,323.22,2.84,87.18,
2025-12-19,35.34,25.89,14.99,2.67,50.02,14.22,295.24,3.07,88.83,
2025-12-20,51.48,28.14,19.31,3.61,31.24,18.14,332.12,3.09,92.44,
2025-12-21,34.58,35.25,32.74,9.05,26.83,16.81,513.09,3.59,103.7,
2025-12-22,26.98,27.48,21.08,4.48,41.16,20.69,347.7,2.78,91.15,
2025-12-23,287.29,,,,,,,,,
2025-12-24,252.26,,,,,,,,,
2025-12-25,310.51,,,,,,,,,
2025-12-26,275.33,,,,,,,,,
2025-12-27,362.23,,,,,,,,,
2025-12-28,403.39,,,,,,,,,
2025-12-29,230.48,,,,,,,,,
2025-12-30,512.99,,,,,,,,,
2025-12-31,263.5,,,,,,,,,
2026-01-01,27.78,,,,,,,,,
2026-01-02,527.24,,,,,,,,,
2026-01-03,531.26,,,,,,,,,
2026-01-04,60.73,,,,,,,,,
2026-01-05,53.25,,,,,,,,,
2026-01-06,171.75,,,,,,,,,
2026-01-07,244.08,,,,,,,,,
2026-01-08,98.16,,,,,,,,,
2026-01-09,96.76,,,,,,,,,
2026-01-10,86.84,,,,,,,,,
2026-01-11,64.72,,,,,,,,,
2026-01-12,36.33,,,,,,,,,
2026-01-13,69.21,,,,,,,,,
2026-01-14,42.12,,,,,,,,,
2026-01-15,50.31,,,,,,,,,
2026-01-16,8.12,,,,,,,,,
2026-01-17,38.81,,,,,,,,,
2026-01-18,130.47,,,,,,,,,
2026-01-19,67.53,,,,,,,,,
2026-01-20,93.56,,,,,,,,,
2026-01-21,85.63,,,,,,,,,
2026-01-22,49.71,,,,,,,,,
2026-01-23,49.73,,,,,,,,,
2026-01-24,78.88,,,,,,,,,
2026-01-25,42.98,,,,,,,,,
2026-01-26,98.55,,,,,,,,,
2026-01-27,70.51,,,,,,,,,
2026-01-28,69.71,,,,,,,,,
2026-01-29,74.53,,,,,,,,,
2026-01-30,70.34,,,,,,,,,
2026-01-31,67.91,,,,,,,,,
2026-02-01,63.83,,,,,,,,,
2026-02-02,24.67,,,,,,,,,
2026-02-03,39.77,,,,,,,,,
2026-02-04,53.71,,,,,,,,,
2026-02-05,40.55,,,,,,,,,
2026-02-06,12.23,,,,,,,,,
2026-02-07,41.41,,,,,,,,,
2026-02-08,61.6,,,,,,,,,
2026-02-09,54.02,,,,,,,,,
2026-02-10,36.74,,,,,,,,,
2026-02-11,29.27,,,,,,,,,
2026-02-12,39.7,,,,,,,,,
2026-02-13,92.71,,,,,,,,,
2026-02-14,94.2,,,,,,,,,
2026-02-15,123.66,,,,,,,,,
2026-02-16,84.41,,,,,,,,,
2026-02-17,55.35,,,,,,,,,
2026-02-18,38.11,,,,,,,,,
2026-02-19,26.62,,,,,,,,,
2026-02-20,38.66,,,,,,,,,
2026-02-21,21.2,,,,,,,,,
2026-02-22,33.55,,,,,,,,,
2026-02-23,15.25,,,,,,,,,
2026-02-24,36.55,,,,,,,,,
2026-02-25,51.2,,,,,,,,,
2026-02-26,15.89,,,,,,,,,
2026-02-27,23.83,,,,,,,,,
2026-02-28,52.24,,,,,,,,,
2026-03-01,59.84,,,,,,,,,
2026-03-02,60.6,,,,,,,,,
2026-03-03,54.04,,,,,,,,,
2026-03-04,34.12,,,,,,,,,
2026-03-05,42.99,,,,,,,,,
2026-03-06,39.82,,,,,,,,,
2026-03-07,43.04,,,,,,,,,
2026-03-08,32.0,,,,,,,,,
2026-03-09,34.68,,,,,,,,,
2026-03-10,8.54,,,,,,,,,
2026-03-11,31.88,,,,,,,,,
2026-03-12,41.38,,,,,,,,,
2026-03-13,51.98,,,,,,,,,
2026-03-14,53.98,,,,,,,,,
2026-03-15,41.19,,,,,,,,,
2026-03-16,43.29,,,,,,,,,
2026-03-17,49.76,53.75,28.35,4.57,91.8,7.4,587.37,2.62,124.68,
2026-03-18,33.72,29.66,23.86,2.53,90.62,6.85,414.44,2.32,97.62,
2026-03-19,31.41,31.62,35.4,2.91,94.1,7.53,506.47,3.56,105.01,
2026-03-20,51.14,51.81,54.16,5.32,59.94,8.72,673.74,4.16,114.11,
2026-03-21,34.03,34.58,35.3,3.25,93.26,10.93,470.56,3.86,112.7,
2026-03-22,46.38,47.32,38.84,6.79,60.98,9.27,639.37,3.66,109.14,
2026-03-23,29.13,29.59,20.23,2.69,98.11,7.34,339.25,2.93,101.23,
2026-03-24,29.92,30.37,25.09,2.24,85.61,7.02,373.77,3.25,102.79,
